PrimaryIndex,Hour,EV_demand_pred,center,avg_volt
1,7,1.1068541,"(-10926430.816974942, 3560373.7526442404)",1.009184525913689
1,8,1.042252,"(-10926430.816974942, 3560373.7526442404)",1.009184525913689
1,9,1.0344235,"(-10926430.816974942, 3560373.7526442404)",1.009184525913689
1,10,1.0521357,"(-10926430.816974942, 3560373.7526442404)",1.009184525913689
1,11,1.1632136,"(-10926430.816974942, 3560373.7526442404)",1.009184525913689
1,12,1.3914814,"(-10926430.816974942, 3560373.7526442404)",1.009184525913689
1,13,0.7733954,"(-10926430.816974942, 3560373.7526442404)",1.009184525913689
1,14,0.7733954,"(-10926430.816974942, 3560373.7526442404)",1.009184525913689
1,15,0.7733954,"(-10926430.816974942, 3560373.7526442404)",1.009184525913689
1,16,0.7733954,"(-10926430.816974942, 3560373.7526442404)",1.009184525913689
1,17,0.7733954,"(-10926430.816974942, 3560373.7526442404)",1.009184525913689
1,18,0.7733954,"(-10926430.816974942, 3560373.7526442404)",1.009184525913689
1,19,0.7733954,"(-10926430.816974942, 3560373.7526442404)",1.009184525913689
1,20,0.7733954,"(-10926430.816974942, 3560373.7526442404)",1.009184525913689
1,21,0.7733954,"(-10926430.816974942, 3560373.7526442404)",1.009184525913689
1,22,0.7733954,"(-10926430.816974942, 3560373.7526442404)",1.009184525913689
1,23,0.7733954,"(-10926430.816974942, 3560373.7526442404)",1.009184525913689
8,0,0.66604286,"(-10920130.816974942, 3547773.7526442404)",1.0274608455118333
8,1,0.66604286,"(-10920130.816974942, 3547773.7526442404)",1.0274608455118333
8,2,0.66604286,"(-10920130.816974942, 3547773.7526442404)",1.0274608455118333
